price,crime_rate,resid_area,air_qual,room_num,age,dist1,dist2,dist3,dist4,teachers,poor_prop,n_hos_beds,n_hot_rooms,rainfall,parks,airport,waterbody,bus_ter
29.6,0.058712206,32.46,0.488,6.153,68.8,3.43,3.05,3.5,3.14,22.2,13.15,8.192,11.2368,45,0.046596095,YES,Lake,YES
50,0.054507124,32.46,0.488,7.831,53.6,3.45,3.19,3.51,2.65,22.2,4.45,6,13.4,35,0.045703391,YES,Lake,YES
32,0.075802963,33.44,0.437,6.782,41.1,3.81,3.7,3.87,3.77,24.8,6.68,7.84,13.256,23,0.042225334,YES,River,YES
29.8,0.118485011,33.44,0.437,6.556,29.1,4.62,4.28,4.68,4.69,24.8,4.56,7.596,10.2384,40,0.045949197,YES,River,YES
34.9,0.080381112,33.44,0.437,7.185,38.9,4.83,4.43,4.68,4.33,24.8,5.39,9.298,14.2792,20,0.04637912,NO,River,YES
33,0.086801355,33.44,0.437,6.951,21.5,6.54,6.36,6.71,6.31,24.8,5.1,6.16,11.264,55,0.050923075,NO,None,YES
30.5,0.066826527,33.44,0.437,6.739,30.8,6.71,6.42,6.74,6.05,24.8,4.69,8.81,11.244,40,0.038316195,NO,None,YES
36.4,0.083090367,33.44,0.437,7.178,26.3,6.76,6.34,6.6,6.21,24.8,2.87,10.528,11.2912,40,0.044716451,YES,Lake,YES
31.1,0.021634282,32.93,0.401,6.8,9.9,6.46,6.13,6.45,5.84,24.4,5.03,6.822,13.2488,24,0.041103452,NO,River,YES
29.1,0.014287447,32.93,0.401,6.604,18.8,6.51,6.03,6.46,5.88,24.4,4.38,9.282,14.2328,59,0.04883319,NO,River,YES
50,0.013715511,30.46,0.422,7.875,32,5.81,5.53,5.76,5.5,25.6,2.97,8.2,14.4,26,0.042971351,YES,River,YES
33.3,0.039326477,31.52,0.404,7.287,34.1,7.58,7.2,7.51,6.95,27.4,4.08,7.266,15.2664,20,0.036635762,YES,Lake and River,YES
30.3,0.045604142,31.52,0.404,7.107,36.6,7.64,7.02,7.4,7.18,27.4,8.61,6.906,14.2424,24,0.040063074,YES,Lake and River,YES
34.6,0.036987452,31.52,0.404,7.274,38.3,7.53,7.22,7.46,7.03,27.4,6.62,10.192,14.2768,43,0.041173937,NO,Lake,YES
34.9,0.031014054,31.47,0.403,6.975,15.3,7.97,7.52,7.78,7.34,23,4.56,7.998,13.2792,24,0.041283982,YES,None,YES
32.9,0.017623785,31.47,0.403,7.135,13.9,7.79,7.63,7.97,7.22,23,4.45,5.958,10.2632,22,0.046477735,NO,Lake,YES
24.1,0.033869885,32.03,0.415,6.162,38.4,6.4,6.07,6.4,6.22,25.3,7.43,7.782,12.1928,32,0.041438068,YES,River,YES
42.3,0.021536418,32.03,0.415,7.61,15.7,6.35,6.09,6.53,6.1,25.3,3.11,10.546,14.3384,30,0.045898658,NO,Lake and River,YES
48.5,0.03449804,32.68,0.4161,7.853,33.2,5.37,5.03,5.3,4.77,25.3,3.81,8.77,11.388,22,0.040932911,NO,None,YES
50,0.019890859,32.68,0.4161,8.034,31.9,5.41,4.8,5.28,4.99,25.3,2.88,8.9,15.4,51,0.044178168,YES,River,YES
22.6,0.12788297,40.59,0.489,5.891,22.3,4.24,3.62,4.11,3.82,21.4,10.87,7.952,15.1808,26,0.056222,YES,River,YES
24.4,0.206762105,40.59,0.489,6.326,52.5,4.63,4.24,4.47,4.09,21.4,10.97,6.688,11.1952,52,0.051027894,YES,River,YES
22.5,0.224734285,40.59,0.489,5.783,72.7,4.64,4.25,4.6,3.92,21.4,18.06,7.95,10.18,38,0.05189131,YES,None,YES
24.4,0.127398877,40.59,0.489,6.064,59.1,4.3,3.99,4.55,4.12,21.4,14.66,6.888,14.1952,31,0.044689385,YES,None,YES
20,0.3616595,40.59,0.489,5.344,100,3.95,3.86,4.14,3.55,21.4,23.09,7.9,13.16,60,0.056197535,NO,None,YES
21.7,0.160808467,40.59,0.489,5.96,92.1,3.91,3.63,3.96,4,21.4,17.27,8.034,12.1736,36,0.044598056,YES,None,YES
19.3,0.319020843,40.59,0.489,5.404,88.6,3.99,3.41,3.8,3.46,21.4,23.98,5.986,14.1544,39,0.048873203,NO,River,YES
22.4,0.196544923,40.59,0.489,5.807,53.8,3.66,3.58,3.8,3.57,21.4,16.03,6.848,13.1792,20,0.052656085,YES,River,YES
28.1,0.131484299,40.59,0.489,6.375,32.3,4.11,3.92,4.18,3.57,21.4,9.38,7.562,10.2248,6,0.044019172,YES,None,YES
23.7,0.25429332,40.59,0.489,5.412,9.8,3.68,3.48,3.67,3.53,21.4,29.55,5.674,11.1896,21,0.056117611,YES,None,YES
25,0.180670194,40.59,0.489,6.182,42.4,4.15,3.81,3.96,3.87,21.4,9.47,,12.2,30,0.04792534,YES,Lake,YES
23.3,0.044590883,43.89,0.55,5.888,56,3.44,2.97,3.43,2.61,23.6,13.51,5.466,12.1864,22,0.061620518,YES,Lake and River,YES
28.7,0.067780136,43.89,0.55,6.642,85.1,3.52,3.19,3.69,3.28,23.6,9.69,9.274,14.2296,23,0.048611305,NO,None,YES
21.5,0.104981444,43.89,0.55,5.951,93.8,2.92,2.88,3.08,2.68,23.6,17.92,8.73,14.172,49,0.048031734,YES,None,YES
23,0.108181533,43.89,0.55,6.373,92.4,3.65,3.25,3.37,3.19,23.6,10.5,6.16,13.184,21,0.056016354,YES,None,YES
26.7,0.306079301,36.2,0.507,6.951,88.5,3.03,2.72,3.03,2.66,22.6,9.71,8.734,11.2136,23,0.053540387,NO,River,YES
21.7,0.341964271,36.2,0.507,6.164,91.3,3.31,3.04,3.16,2.68,22.6,21.46,5.734,14.1736,37,0.057325565,YES,None,YES
27.5,0.484621269,36.2,0.507,6.879,77.7,3.41,3.21,3.38,3.09,22.6,9.93,9.45,12.22,50,0.046840009,YES,Lake and River,YES
30.1,0.479149181,36.2,0.507,6.618,80.8,3.5,3.2,3.54,2.84,22.6,7.6,9.702,12.2408,39,0.0490122,YES,River,YES
44.8,0.274087585,36.2,0.504,8.266,78.3,2.96,2.73,3.13,2.76,22.6,4.14,6.796,12.3584,47,0.056999654,YES,Lake,YES
50,0.423259184,36.2,0.504,8.725,83,3.13,2.61,2.95,2.88,22.6,4.63,7.5,13.4,20,0.056994369,YES,River,YES
37.6,0.323633023,36.2,0.504,8.04,86.5,3.49,2.96,3.31,3.1,22.6,3.13,5.952,10.3008,54,0.053115719,YES,Lake and River,YES
31.6,0.345276225,36.2,0.504,7.163,79.9,3.31,3.12,3.28,3.16,22.6,6.36,6.332,10.2528,34,0.054049996,NO,River,YES
46.7,0.260970987,36.2,0.504,7.686,17,3.55,3.3,3.61,3.05,22.6,3.92,10.134,14.3736,43,0.054927989,YES,Lake,YES
31.5,0.365878461,36.2,0.504,6.552,21.4,3.56,3.28,3.42,3.23,22.6,3.76,7.33,15.252,47,0.044352419,YES,None,YES
24.3,0.429832465,36.2,0.504,5.981,68.1,3.97,3.38,3.88,3.47,22.6,11.65,8.286,10.1944,59,0.046602048,NO,None,YES
31.7,0.380461781,36.2,0.504,7.412,76.9,3.88,3.34,3.87,3.6,22.6,5.25,6.734,10.2536,26,0.05392758,YES,None,YES
41.7,0.454439382,36.2,0.507,8.337,73.3,4.06,3.82,3.9,3.58,22.6,2.47,6.634,11.3336,28,0.057302659,YES,River,YES
48.3,0.286283595,36.2,0.507,8.247,70.4,3.82,3.49,3.74,3.55,22.6,3.95,9.066,11.3864,23,0.050358562,YES,None,YES
29,0.370121137,36.2,0.507,6.726,66.5,3.67,3.38,3.97,3.59,22.6,8.05,9.88,13.232,32,0.044080596,YES,River,YES
24,0.285517231,36.2,0.507,6.086,61.5,3.91,3.39,3.81,3.49,22.6,10.88,9.18,14.192,57,0.052493323,YES,None,YES
25.1,0.419091841,36.2,0.507,6.631,76.5,4.46,3.9,4.2,4.03,22.6,9.54,9.402,15.2008,36,0.046360973,YES,Lake and River,YES
31.5,0.413320838,36.2,0.507,7.358,71.6,4.24,3.82,4.33,4.2,22.6,4.73,10.53,12.252,34,0.056108329,YES,River,YES
23.7,0.079217752,34.93,0.428,6.481,18.5,6.26,6.12,6.45,5.93,23.4,6.36,7.374,12.1896,48,0.049067932,YES,Lake and River,YES
23.3,0.088486954,34.93,0.428,6.606,42.2,6.25,6.11,6.41,5.99,23.4,7.37,5.566,15.1864,51,0.041232141,NO,Lake and River,YES
27,0.107319595,34.93,0.428,6.897,54.3,6.49,6.13,6.4,6.32,23.4,11.38,10.24,11.216,24,0.038641351,YES,None,YES
20.1,0.100858396,34.93,0.428,6.095,65.1,6.43,6.08,6.63,6.2,23.4,12.4,8.302,13.1608,41,0.039667516,NO,None,YES
22.2,0.097943074,34.93,0.428,6.358,52.9,7.11,6.81,7.19,7.03,23.4,11.22,6.044,10.1776,42,0.041118808,YES,River,YES
23.7,0.120064875,34.93,0.428,6.393,7.8,7.06,6.97,7.13,6.99,23.4,5.19,7.374,15.1896,26,0.048029264,YES,River,YES
17.6,0.187375431,35.86,0.431,5.593,76.5,8.15,7.62,8.12,7.93,20.9,12.5,6.252,12.1408,42,0.041141822,NO,None,YES
18.5,0.17507033,35.86,0.431,5.605,70.2,8.28,7.83,8.28,7.43,20.9,18.46,9.27,10.148,59,0.043718216,YES,None,YES
24.3,0.29254274,35.86,0.431,6.108,34.9,8.37,7.78,8.38,7.69,20.9,9.16,7.086,11.1944,25,0.048857201,YES,None,YES
20.5,0.179459131,35.86,0.431,6.226,79.2,8.17,7.99,8.3,7.76,20.9,10.15,9.81,12.164,31,0.046513913,NO,River,YES
24.5,0.152197345,35.86,0.431,6.433,49.1,8.05,7.74,7.89,7.63,20.9,9.52,8.39,15.196,43,0.049388751,YES,River,YES
26.2,0.174566564,35.86,0.431,6.718,17.5,8.08,7.6,8.08,7.54,20.9,6.56,9.324,11.2096,39,0.044233351,YES,None,YES
24.4,0.131291386,35.86,0.431,6.487,13,7.5,7.32,7.63,7.14,20.9,5.9,6.188,14.1952,38,0.038843516,YES,River,YES
24.8,0.193994825,35.86,0.431,6.438,8.9,7.43,7.18,7.41,7.57,20.9,3.59,10.296,12.1984,50,0.046856215,NO,Lake,YES
29.6,0.079005247,35.86,0.431,6.957,6.8,9.18,8.85,9.1,8.49,20.9,3.53,8.992,12.2368,57,0.0395258,NO,Lake and River,YES
42.8,0.314036718,35.86,0.431,8.259,8.4,9.03,8.89,9.07,8.64,20.9,3.54,10.856,13.3424,53,0.050873374,NO,River,YES
21.9,0.047064867,33.64,0.392,6.108,32,9.39,9.01,9.31,9.16,23.6,6.57,6.538,12.1752,56,0.036968617,NO,River,YES
20.9,0.034865087,33.64,0.392,5.876,19.1,9.23,9.11,9.48,9.06,23.6,9.25,7.818,15.1672,31,0.043736448,NO,None,YES
44,0.015262927,33.75,0.394,7.454,34.2,6.66,6.03,6.67,5.98,24.1,3.11,6.68,13.352,38,0.042191684,NO,River,YES
50,0.477190244,33.97,0.647,8.704,86.9,2.09,1.53,1.83,1.76,27,5.12,8.6,11.4,54,0.055193191,YES,River,YES
36,0.508929828,33.97,0.647,7.333,100,2.2,1.74,2.02,1.61,27,7.79,8.02,15.288,58,0.060092539,YES,River,YES
30.1,0.504797491,33.97,0.647,6.842,100,2.2,1.82,2.32,1.71,27,6.9,7.302,11.2408,40,0.0598956,YES,River,YES
33.8,0.431853842,33.97,0.647,7.203,81.8,2.12,1.95,2.37,2.01,27,9.59,,11.2704,21,0.068040719,YES,Lake,YES
43.1,0.427956927,33.97,0.647,7.52,89.4,2.4,2,2.15,2,27,7.26,6.662,11.3448,24,0.06503824,YES,Lake and River,YES
48.8,0.418802436,33.97,0.647,8.398,91.5,2.55,2.04,2.39,2.17,27,5.91,10.076,15.3904,24,0.055130645,YES,River,YES
31,0.601722443,33.97,0.647,7.327,94.5,2.41,2.02,2.21,1.68,27,11.25,5.72,11.248,60,0.055456883,YES,None,YES
36.5,0.438300091,33.97,0.647,7.206,91.6,1.96,1.91,2.22,1.63,27,8.1,8.53,14.292,36,0.058798548,YES,River,YES
22.8,0.56623384,33.97,0.647,5.56,62.8,2.1,1.97,2.06,1.81,27,10.45,7.456,13.1824,59,0.058891324,NO,None,YES
30.7,0.579810495,33.97,0.647,7.014,84.6,2.22,1.86,2.36,2.09,27,14.79,6.114,10.2456,41,0.05775938,NO,River,YES
50,0.456373662,33.97,0.575,8.297,67,2.6,2.13,2.43,2.52,27,7.44,8,15.4,42,0.063234775,YES,None,YES
43.5,0.432107039,33.97,0.575,7.47,52.6,3.17,2.62,2.98,2.71,27,3.16,9.07,15.348,43,0.050390185,NO,Lake,YES
20.7,0.086773849,36.96,0.464,5.92,61.5,4.22,3.63,3.97,3.85,21.4,13.65,10.414,14.1656,29,0.052332701,NO,Lake and River,YES
21.1,0.261717902,36.96,0.464,5.856,42.1,4.66,4.21,4.51,4.34,21.4,13,6.222,15.1688,27,0.046563106,YES,None,YES
25.2,0.150237318,36.96,0.464,6.24,16.3,4.56,4.37,4.69,4.1,21.4,6.59,6.604,10.2016,25,0.043394822,NO,River,YES
24.4,0.108495596,36.96,0.464,6.538,58.7,4.01,3.63,4.12,3.91,21.4,7.73,8.488,13.1952,40,0.043963559,YES,River,YES
35.2,0.200390656,36.96,0.464,7.691,51.8,4.53,4.1,4.48,4.36,21.4,6.58,6.004,10.2816,39,0.042436929,YES,River,YES
32.4,0.054904765,36.41,0.447,6.758,32.9,4.2,3.98,4.38,3.76,22.4,3.53,10.648,12.2592,30,0.042514896,NO,River,YES
32,0.091703684,36.41,0.447,6.854,42.8,4.28,4.1,4.54,4.15,22.4,2.98,8.84,12.256,23,0.038411883,YES,River,YES
33.2,0.099564753,36.41,0.447,7.267,49,4.94,4.68,4.97,4.56,22.4,6.05,8.564,11.2656,35,0.042341511,NO,Lake,YES
33.1,0.059466304,36.41,0.447,6.826,27.6,5.14,4.84,4.92,4.55,22.4,4.16,6.262,11.2648,21,0.041667833,NO,River,YES
29.1,0.076757317,36.41,0.447,6.482,32.1,4.22,4.08,4.4,3.85,22.4,7.19,6.282,10.2328,38,0.047733893,YES,River,YES
35.1,0.19093436,33.33,0.4429,6.812,32.2,4.35,3.92,4.22,3.91,25.1,4.85,9.602,12.2808,26,0.051259589,NO,Lake,YES
45.4,0.035154766,33.33,0.4429,7.82,64.5,4.98,4.67,4.84,4.29,25.1,3.76,7.108,10.3632,50,0.041950915,NO,None,YES
35.4,0.036380144,33.33,0.4429,6.968,37.2,5.55,4.92,5.57,4.94,25.1,4.59,8.508,14.2832,48,0.042131214,YES,None,YES
46,0.059485149,33.33,0.4429,7.645,49.7,5.46,4.94,5.43,5.01,25.1,3.01,8.72,12.368,25,0.05114129,YES,Lake,YES
50,0.014898465,31.21,0.401,7.923,24.8,6.15,5.84,5.97,5.58,26.4,3.16,8.7,13.4,20,0.048894815,YES,Lake,YES
32.2,0.009019204,32.97,0.4,7.088,20.8,7.44,7,7.64,7.15,24.7,7.85,7.844,12.2576,30,0.042339768,YES,Lake and River,YES
22,0.010900374,32.25,0.389,6.453,31.9,7.33,7.11,7.48,7.31,24.7,8.23,10.44,14.176,55,0.034687927,YES,None,YES
20.1,0.019459431,31.76,0.385,6.23,31.5,9.21,8.92,9.41,8.81,21.8,12.93,8.302,10.1608,39,0.033291762,YES,None,YES
23.2,0.037979559,35.32,0.405,6.209,31.3,7.45,7.2,7.58,7.05,23.4,7.14,9.964,14.1856,60,0.043226217,YES,Lake,YES
22.3,0.044877759,35.32,0.405,6.315,45.6,7.63,7.04,7.46,7.14,23.4,7.6,5.846,12.1784,22,0.034847434,NO,River,YES
24.8,0.042072412,35.32,0.405,6.565,22.9,7.33,6.99,7.45,7.5,23.4,9.51,9.096,14.1984,60,0.041045876,NO,None,YES
28.5,0.03442075,34.95,0.411,6.861,27.9,5.22,4.82,5.16,5.27,20.8,3.33,8.07,11.228,53,0.039614292,YES,River,YES
37.3,0.075904928,34.95,0.411,7.148,27.7,5.12,4.97,5.41,4.97,20.8,3.56,8.146,10.2984,37,0.047461264,YES,None,YES
27.9,0.035511921,34.95,0.411,6.63,23.4,5.25,5.04,5.37,4.81,20.8,4.7,8.458,12.2232,37,0.038906315,NO,River,YES
23.9,0.079411739,43.92,0.437,6.127,18.4,5.76,5.39,5.67,5.2,24,8.58,7.278,14.1912,46,0.04846407,YES,River,YES
21.7,0.078801938,43.92,0.437,6.009,42.3,5.54,5.47,5.56,5.44,24,10.4,8.834,11.1736,23,0.03857924,NO,Lake,YES
28.6,0.121615682,43.92,0.437,6.678,31.1,6.2,5.73,6.07,5.84,24,6.27,6.972,10.2288,44,0.042031036,YES,River,YES
27.1,0.05232676,43.92,0.437,6.549,51,6.22,5.75,6.27,5.61,24,7.39,10.442,10.2168,26,0.045355724,NO,None,YES
20.3,0.131931363,43.92,0.437,5.79,58,6.56,6.3,6.35,6.07,24,15.84,7.606,11.1624,42,0.052079028,YES,None,YES
22.5,0.062655499,32.24,0.4,6.345,20.1,8,7.67,8.03,7.61,25.2,4.97,9.45,13.18,48,0.036877731,NO,Lake,YES
29,0.054118799,32.24,0.4,7.041,10,7.84,7.81,8.11,7.56,25.2,4.74,7.98,11.232,36,0.04137643,YES,Lake,YES
24.8,0.043222311,32.24,0.4,6.871,47.4,8.09,7.68,7.89,7.65,25.2,6.07,9.096,11.1984,29,0.042859916,YES,River,YES
22,0.034758851,36.09,0.433,6.59,40.4,5.63,5.2,5.5,5.65,23.9,9.5,9.94,12.176,21,0.037135615,YES,River,YES
26.4,0.08861509,36.09,0.433,6.495,18.4,5.8,5.2,5.68,5.28,23.9,8.67,7.928,11.2112,42,0.03726343,YES,Lake and River,YES
33.1,0.09531018,36.09,0.433,6.982,17.7,5.81,5.36,5.51,5.29,23.9,4.86,8.262,14.2648,34,0.051095004,NO,None,YES
36.1,0.053682937,32.18,0.472,7.236,41.1,4.1,3.96,4.09,3.94,21.6,6.93,6.922,10.2888,55,0.052321498,NO,River,YES
28.4,0.053341695,32.18,0.472,6.616,58.1,3.63,3.05,3.65,3.15,21.6,8.93,6.568,15.2272,22,0.045315188,NO,None,YES
33.4,0.072348568,32.18,0.472,7.42,71.9,3.31,2.92,3.28,2.89,21.6,6.47,10.668,12.2672,23,0.050502605,YES,River,YES
28.2,0.048142335,32.18,0.472,6.849,70.3,3.28,2.89,3.31,3.25,21.6,7.53,10.464,12.2256,46,0.046920311,YES,Lake and River,YES
22.8,0.400774123,39.9,0.544,6.635,82.5,3.57,3.24,3.41,3.05,21.6,4.54,7.156,11.1824,31,0.058075982,NO,River,YES
20.3,0.299660049,39.9,0.544,5.972,76.7,3.4,2.91,3.28,2.82,21.6,9.97,10.106,11.1624,51,0.056731152,YES,None,YES
16.1,1.290741152,39.9,0.544,4.973,37.8,2.63,2.28,2.63,2.53,21.6,12.64,7.322,11.1288,27,0.056148028,NO,River,YES
22.1,0.582444644,39.9,0.544,6.122,52.8,2.89,2.34,2.77,2.55,21.6,5.98,8.242,15.1768,46,0.055734022,YES,River,YES
19.4,0.232452092,39.9,0.544,6.023,90.4,3,2.67,3.15,2.51,21.6,11.72,6.288,13.1552,26,0.053472691,YES,None,YES
21.6,0.238528592,39.9,0.544,6.266,82.8,3.38,2.98,3.41,3.28,21.6,7.9,8.832,14.1728,33,0.054245265,YES,None,YES
23.8,0.314226628,39.9,0.544,6.567,87.3,3.92,3.31,3.8,3.39,21.6,9.28,9.576,13.1904,56,0.054380967,YES,Lake,YES
16.2,0.225987503,39.9,0.544,5.705,77.7,4.02,3.8,4.11,3.85,21.6,11.5,6.724,12.1296,58,0.055817767,NO,River,YES
17.8,0.276320271,39.9,0.544,5.914,83.2,4.2,3.82,4.08,3.89,21.6,18.33,7.256,12.1424,43,0.051922204,NO,River,YES
19.8,0.219312221,39.9,0.544,5.782,71.7,4.13,3.94,4.34,3.73,21.6,15.94,9.796,12.1584,50,0.04706184,NO,River,YES
23.1,0.337914054,39.9,0.544,6.382,67.2,3.8,3.35,3.58,3.4,21.6,10.36,5.562,10.1848,53,0.051488997,NO,None,YES
21,0.388976583,39.9,0.544,6.113,58.8,4.07,3.86,4.24,3.84,21.6,12.73,10.32,12.168,36,0.054127891,NO,Lake and River,YES
23.8,0.15495036,37.38,0.493,6.426,52.3,4.74,4.32,4.77,4.34,20.4,7.2,6.776,13.1904,48,0.055346637,YES,River,YES
23.1,0.166860989,37.38,0.493,6.376,54.3,4.85,4.38,4.81,4.12,20.4,6.87,7.762,14.1848,40,0.046927708,YES,Lake,YES
20.4,0.300948681,37.38,0.493,6.041,49.9,4.93,4.43,4.87,4.66,20.4,7.7,8.908,13.1632,40,0.045674585,NO,None,YES
18.5,0.249917898,37.38,0.493,5.708,74.3,4.91,4.6,4.9,4.47,20.4,11.74,6.57,15.148,25,0.050020111,YES,None,YES
25,0.293482716,37.38,0.493,6.415,40.1,5,4.5,5.02,4.36,20.4,6.12,8.6,15.2,52,0.047326766,NO,River,YES
24.6,0.175515112,37.38,0.493,6.431,14.7,5.51,5.1,5.57,5.49,20.4,5.08,7.992,15.1968,45,0.045302946,NO,None,YES
23,0.265029939,37.38,0.493,6.312,28.9,5.47,5.09,5.71,5.4,20.4,6.15,7.06,12.184,36,0.048493779,YES,River,YES
22.2,0.21594168,37.38,0.493,6.083,43.7,5.59,5.38,5.48,5.21,20.4,12.79,9.044,15.1776,27,0.050830442,NO,None,YES
19.3,0.064072788,33.24,0.46,5.868,25.8,5.42,5.06,5.47,4.92,23.1,9.97,9.986,10.1544,35,0.039430781,YES,Lake,YES
22.6,0.065075877,33.24,0.46,6.333,17.2,5.36,5.08,5.45,4.97,23.1,7.34,5.552,14.1808,53,0.045171644,NO,None,YES
19.8,0.044437849,33.24,0.46,6.144,32.2,6.02,5.55,5.9,6.03,23.1,9.09,9.396,11.1584,26,0.043030882,NO,River,YES
17.1,0.049009188,36.06,0.4379,5.706,28.4,6.67,6.56,6.66,6.67,23.1,12.43,6.742,14.1368,21,0.052187447,NO,Lake,YES
19.4,0.03407287,36.06,0.4379,6.031,23.3,6.95,6.58,6.8,6.23,23.1,7.83,7.488,14.1552,22,0.051756241,YES,None,YES
22.2,0.049580328,35.19,0.515,6.316,38.1,6.76,6.2,6.53,6.34,19.8,5.68,9.144,11.1776,34,0.049894824,NO,None,YES
20.7,0.036698304,35.19,0.515,6.31,38.5,6.52,6.34,6.69,6.29,19.8,6.75,7.514,15.1656,53,0.055402331,YES,Lake and River,YES
21.1,0.038845643,35.19,0.515,6.037,34.5,6.26,5.7,6.27,5.71,19.8,8.01,8.922,14.1688,57,0.050577407,YES,None,YES
19.5,0.033695864,35.19,0.515,5.869,46.3,5.5,4.91,5.5,5.01,19.8,9.8,10.09,15.156,53,0.044682897,NO,River,YES
18.5,0.029956781,35.19,0.515,5.895,59.6,5.86,5.49,5.68,5.43,19.8,10.56,8.27,12.148,21,0.056682367,YES,River,YES
20.6,0.032525272,35.19,0.515,6.059,37.3,4.91,4.52,5.07,4.75,19.8,8.51,8.112,14.1648,26,0.053459545,YES,River,YES
19,0.053512331,35.19,0.515,5.985,45.4,4.89,4.64,5.05,4.67,19.8,9.74,6.38,11.152,28,0.04769962,NO,Lake,YES
18.7,0.059692423,35.19,0.515,5.968,58.5,5.06,4.76,4.97,4.46,19.8,9.29,6.474,13.1496,20,0.053311543,YES,None,YES
32.7,0.012926097,31.52,0.442,7.241,49.3,7.32,6.96,7.18,6.69,24.5,5.49,6.254,13.2616,48,0.052440282,YES,None,YES
16.5,0.0246731,31.89,0.518,6.54,59.7,6.46,6.21,6.59,5.81,24.1,8.65,7.33,11.132,40,0.056545656,YES,River,YES
23.9,0.025112037,33.78,0.484,6.696,56.4,6.03,5.62,5.84,5.44,22.4,7.18,8.978,15.1912,52,0.047871549,YES,Lake and River,YES
31.2,0.030034417,33.78,0.484,6.874,28.1,6.71,6.18,6.67,6.3,22.4,4.61,10.624,11.2496,23,0.046382519,NO,River,YES
17.5,0.030655288,34.39,0.442,6.014,48.5,8.24,7.91,8.23,7.67,21.2,10.53,7.15,13.14,26,0.050677119,YES,Lake,YES
17.2,0.059796043,34.39,0.442,5.898,52.3,8.07,7.85,8.33,7.81,21.2,12.67,6.044,13.1376,46,0.044077795,NO,River,YES
23.1,0.018527305,34.15,0.429,6.516,27.7,8.87,8.29,8.58,8.41,22.1,6.36,8.162,12.1848,47,0.038407038,YES,Lake,YES
24.5,0.014898465,32.01,0.435,6.635,29.7,8.62,8.18,8.54,8.03,23,5.99,6.29,13.196,45,0.048923889,YES,None,YES
26.6,0.028577739,31.25,0.429,6.939,34.5,8.88,8.54,8.97,8.79,20.3,5.89,5.632,11.2128,30,0.039234716,YES,None,YES
22.9,0.060257496,31.25,0.429,6.49,44.4,9,8.63,9.11,8.43,20.3,5.98,7.258,15.1832,55,0.038897843,NO,River,YES
24.1,0.076497971,31.69,0.411,6.579,35.9,10.98,10.43,10.85,10.59,21.7,5.49,5.582,10.1928,45,0.036212003,YES,River,YES
18.6,0.069936426,31.69,0.411,5.884,18.5,10.83,10.55,10.97,10.5,21.7,7.79,7.372,11.1488,50,0.039638648,YES,River,YES
30.1,0.016945609,32.02,0.41,6.728,36.1,12.32,11.93,12.32,11.94,23,4.5,6.102,12.2408,40,0.047356513,YES,Lake,YES
18.2,0.042110764,31.91,0.413,5.663,21.9,10.76,10.37,10.76,10.45,18,8.05,8.764,12.1456,34,0.046933708,NO,None,YES
20.6,0.101283215,31.91,0.413,5.936,19.5,10.82,10.5,10.62,10.4,18,5.57,9.312,13.1648,53,0.044335025,NO,River,YES
17.8,2.30087964,48.1,0.77,6.212,97.4,2.16,1.81,2.43,2.09,19.8,17.6,5.956,14.1424,39,0.077295155,NO,None,YES
21.7,1.578916847,48.1,0.77,6.395,91,2.83,2.45,2.62,2.12,19.8,13.27,7.034,13.1736,56,0.075544099,NO,Lake,YES
22.7,1.824834735,48.1,0.77,6.127,83.4,2.96,2.4,2.9,2.63,19.8,11.48,6.354,15.1816,42,0.076655095,NO,Lake and River,YES
22.6,1.660380045,48.1,0.77,6.112,81.3,2.78,2.38,2.56,2.31,19.8,12.67,,14.1808,26,0.074238745,NO,Lake,YES
25,1.712341011,48.1,0.77,6.398,88,2.73,2.42,2.69,2.23,19.8,7.79,8.8,10.2,37,0.067257872,NO,None,YES
19.9,1.576261615,48.1,0.77,6.251,91.1,2.58,1.98,2.3,2.32,19.8,14.19,8.898,13.1592,56,0.073252182,YES,River,YES
20.8,1.542917696,48.1,0.77,5.362,96.2,2.27,1.8,2.21,2.14,19.8,10.19,8.016,14.1664,52,0.069929484,NO,Lake,YES
16.8,1.652955152,48.1,0.77,5.803,89,1.98,1.7,1.97,1.97,19.8,14.64,9.736,15.1344,57,0.08028456,YES,Lake and River,YES
21.9,1.498345445,48.1,0.718,8.78,82.9,1.97,1.71,1.92,2.02,19.8,5.29,8.038,12.1752,26,0.062172824,NO,River,YES
27.5,1.714855026,48.1,0.718,3.561,87.9,1.63,1.55,1.68,1.59,19.8,7.12,8.05,12.22,51,0.067931991,YES,River,YES
21.9,1.546913362,48.1,0.718,4.963,91.4,2.08,1.55,1.86,1.51,19.8,14,10.238,14.1752,58,0.075653918,NO,Lake,YES
23.1,2.675678513,48.1,0.631,3.863,100,1.53,1.39,1.54,1.57,19.8,13.33,9.962,11.1848,24,0.055889023,NO,Lake,YES
50,1.77465061,48.1,0.631,4.97,100,1.47,1.11,1.52,1.23,19.8,3.26,9.7,13.4,41,0.062356485,NO,River,YES
50,1.897616861,48.1,0.631,6.683,96.8,1.55,1.28,1.65,0.94,19.8,3.73,6.7,15.4,58,0.06747724,YES,River,YES
50,2.020057712,48.1,0.631,7.016,97.5,1.4,0.92,1.2,1.28,19.8,2.96,10.1,12.4,46,0.05922939,YES,None,YES
